"BRANCHES","ID","STNAME","TOTAL","YEAR"
212,"CB_2014_RI","Rhode Island",5,"2014"
1301,"CB_2014_SC","South Carolina",52,"2014"
362,"CB_2014_SD","South Dakota",70,"2014"
2048,"CB_2014_TN","Tennessee",163,"2014"
6198,"CB_2014_TX","Texas",470,"2014"
80960,"CB_2014_US","United States",5596,"2014"
81405,"CB_2014_USA","United States & Other Areas",5607,"2014"
530,"CB_2014_UT","Utah",49,"2014"
2424,"CB_2014_VA","Virginia",91,"2014"
24,"CB_2014_VI","Virgin Islands Of The U.S.",2,"2014"
145,"CB_2014_VT","Vermont",7,"2014"
1673,"CB_2014_WA","Washington",47,"2014"
1691,"CB_2014_WI","Wisconsin",220,"2014"
592,"CB_2014_WV","West Virginia",56,"2014"
191,"CB_2014_WY","Wyoming",30,"2014"
117,"CB_2013_AK","Alaska",4,"2013"
1404,"CB_2013_AL","Alabama",129,"2013"
1303,"CB_2013_AR","Arkansas",115,"2013"
5,"CB_2013_AS","American Samoa",0,"2013"
1265,"CB_2013_AZ","Arizona",23,"2013"
6995,"CB_2013_CA","California",206,"2013"
1471,"CB_2013_CO","Colorado",88,"2013"
723,"CB_2013_CT","Connecticut",15,"2013"
231,"CB_2013_DC","District Of Columbia",4,"2013"
215,"CB_2013_DE","Delaware",21,"2013"
5181,"CB_2013_FL","Florida",183,"2013"
11,"CB_2013_FM","Federated States of Micronesia",1,"2013"
2292,"CB_2013_GA","Georgia",208,"2013"
21,"CB_2013_GU","Guam",2,"2013"
0,"CB_2013_HI","Hawaii",7,"2013"
1258,"CB_2013_IA","Iowa",322,"2013"
512,"CB_2013_ID","Idaho",15,"2013"
4082,"CB_2013_IL","Illinois",469,"2013"
1984,"CB_2013_IN","Indiana",96,"2013"
1136,"CB_2013_KS","Kansas",277,"2013"
1544,"CB_2013_KY","Kentucky",172,"2013"
1424,"CB_2013_LA","Louisiana",120,"2013"
1265,"CB_2013_MA","Massachusetts",24,"2013"
1540,"CB_2013_MD","Maryland",45,"2013"
229,"CB_2013_ME","Maine",6,"2013"
1,"CB_2013_MH","Marshall Islands",0,"2013"
2578,"CB_2013_MI","Michigan",113,"2013"
1319,"CB_2013_MN","Minnesota",345,"2013"
2002,"CB_2013_MO","Missouri",283,"2013"
9,"CB_2013_MP","Northern Mariana Islands",0,"2013"
1113,"CB_2013_MS","Mississippi",81,"2013"
322,"CB_2013_MT","Montana",61,"2013"
2476,"CB_2013_NC","North Carolina",52,"2013"
317,"CB_2013_ND","North Dakota",86,"2013"
850,"CB_2013_NE","Nebraska",200,"2013"
266,"CB_2013_NH","New Hampshire",5,"2013"
2401,"CB_2013_NJ","New Jersey",55,"2013"
444,"CB_2013_NM","New Mexico",43,"2013"
501,"CB_2013_NV","Nevada",17,"2013"
4369,"CB_2013_NY","New York",113,"2013"
3383,"CB_2013_OH","Ohio",142,"2013"
1095,"CB_2013_OK","Oklahoma",226,"2013"
1052,"CB_2013_OR","Oregon",25,"2013"
468,"CB_2013_OT","Other Areas",11,"2013"
3494,"CB_2013_PA","Pennsylvania",124,"2013"
394,"CB_2013_PR","Puerto Rico",6,"2013"
2,"CB_2013_PW","Palau",0,"2013"
210,"CB_2013_RI","Rhode Island",5,"2013"
1325,"CB_2013_SC","South Carolina",56,"2013"
362,"CB_2013_SD","South Dakota",73,"2013"
2059,"CB_2013_TN","Tennessee",167,"2013"
6244,"CB_2013_TX","Texas",493,"2013"
81658,"CB_2013_US","United States",5836,"2013"
82126,"CB_2013_USA","United States & Other Areas",5847,"2013"
536,"CB_2013_UT","Utah",50,"2013"
2470,"CB_2013_VA","Virginia",99,"2013"
25,"CB_2013_VI","Virgin Islands Of The U.S.",2,"2013"
140,"CB_2013_VT","Vermont",8,"2013"
1686,"CB_2013_WA","Washington",50,"2013"
1690,"CB_2013_WI","Wisconsin",227,"2013"
594,"CB_2013_WV","West Virginia",57,"2013"
189,"CB_2013_WY","Wyoming",31,"2013"
118,"CB_2012_AK","Alaska",4,"2012"
1427,"CB_2012_AL","Alabama",133,"2012"
1309,"CB_2012_AR","Arkansas",121,"2012"
5,"CB_2012_AS","American Samoa",0,"2012"
1252,"CB_2012_AZ","Arizona",28,"2012"
6970,"CB_2012_CA","California",222,"2012"
1490,"CB_2012_CO","Colorado",94,"2012"
738,"CB_2012_CT","Connecticut",20,"2012"
232,"CB_2012_DC","District Of Columbia",4,"2012"
222,"CB_2012_DE","Delaware",20,"2012"
5244,"CB_2012_FL","Florida",192,"2012"
11,"CB_2012_FM","Federated States of Micronesia",1,"2012"
2358,"CB_2012_GA","Georgia",212,"2012"
26,"CB_2012_GU","Guam",2,"2012"
0,"CB_2012_HI","Hawaii",7,"2012"
1249,"CB_2012_IA","Iowa",329,"2012"
498,"CB_2012_ID","Idaho",15,"2012"
4148,"CB_2012_IL","Illinois",485,"2012"
2050,"CB_2012_IN","Indiana",99,"2012"
1158,"CB_2012_KS","Kansas",286,"2012"
1555,"CB_2012_KY","Kentucky",176,"2012"
1434,"CB_2012_LA","Louisiana",123,"2012"
1294,"CB_2012_MA","Massachusetts",24,"2012"
1597,"CB_2012_MD","Maryland",46,"2012"
246,"CB_2012_ME","Maine",7,"2012"
1,"CB_2012_MH","Marshall Islands",0,"2012"
2621,"CB_2012_MI","Michigan",118,"2012"
1302,"CB_2012_MN","Minnesota",360,"2012"
2028,"CB_2012_MO","Missouri",290,"2012"
10,"CB_2012_MP","Northern Mariana Islands",0,"2012"
1122,"CB_2012_MS","Mississippi",83,"2012"
318,"CB_2012_MT","Montana",62,"2012"
2551,"CB_2012_NC","North Carolina",61,"2012"
319,"CB_2012_ND","North Dakota",88,"2012"
846,"CB_2012_NE","Nebraska",204,"2012"
271,"CB_2012_NH","New Hampshire",5,"2012"
2465,"CB_2012_NJ","New Jersey",58,"2012"
431,"CB_2012_NM","New Mexico",44,"2012"
505,"CB_2012_NV","Nevada",21,"2012"
4360,"CB_2012_NY","New York",115,"2012"
3436,"CB_2012_OH","Ohio",147,"2012"
1106,"CB_2012_OK","Oklahoma",231,"2012"
1035,"CB_2012_OR","Oregon",29,"2012"
504,"CB_2012_OT","Other Areas",11,"2012"
3570,"CB_2012_PA","Pennsylvania",128,"2012"
424,"CB_2012_PR","Puerto Rico",6,"2012"
2,"CB_2012_PW","Palau",0,"2012"
212,"CB_2012_RI","Rhode Island",6,"2012"
1349,"CB_2012_SC","South Carolina",58,"2012"
365,"CB_2012_SD","South Dakota",75,"2012"
2070,"CB_2012_TN","Tennessee",172,"2012"
6205,"CB_2012_TX","Texas",520,"2012"
82461,"CB_2012_US","United States",6061,"2012"
82965,"CB_2012_USA","United States & Other Areas",6072,"2012"
538,"CB_2012_UT","Utah",51,"2012"
2502,"CB_2012_VA","Virginia",99,"2012"
25,"CB_2012_VI","Virgin Islands Of The U.S.",2,"2012"
151,"CB_2012_VT","Vermont",9,"2012"
1663,"CB_2012_WA","Washington",58,"2012"
1742,"CB_2012_WI","Wisconsin",233,"2012"
601,"CB_2012_WV","West Virginia",57,"2012"
188,"CB_2012_WY","Wyoming",32,"2012"
118,"CB_2011_AK","Alaska",4,"2011"
1425,"CB_2011_AL","Alabama",134,"2011"
1321,"CB_2011_AR","Arkansas",122,"2011"
6,"CB_2011_AS","American Samoa",0,"2011"
1256,"CB_2011_AZ","Arizona",30,"2011"
6941,"CB_2011_CA","California",235,"2011"
1527,"CB_2011_CO","Colorado",99,"2011"
737,"CB_2011_CT","Connecticut",22,"2011"
236,"CB_2011_DC","District Of Columbia",4,"2011"
218,"CB_2011_DE","Delaware",20,"2011"
5097,"CB_2011_FL","Florida",204,"2011"
11,"CB_2011_FM","Federated States of Micronesia",1,"2011"
2389,"CB_2011_GA","Georgia",226,"2011"
27,"CB_2011_GU","Guam",2,"2011"
0,"CB_2011_HI","Hawaii",7,"2011"
1229,"CB_2011_IA","Iowa",333,"2011"
500,"CB_2011_ID","Idaho",17,"2011"
4208,"CB_2011_IL","Illinois",498,"2011"
2064,"CB_2011_IN","Indiana",101,"2011"
1159,"CB_2011_KS","Kansas",304,"2011"
1583,"CB_2011_KY","Kentucky",178,"2011"
1449,"CB_2011_LA","Louisiana",124,"2011"
1053,"CB_2011_MA","Massachusetts",25,"2011"
1626,"CB_2011_MD","Maryland",49,"2011"
248,"CB_2011_ME","Maine",8,"2011"
1,"CB_2011_MH","Marshall Islands",0,"2011"
2644,"CB_2011_MI","Michigan",120,"2011"
1300,"CB_2011_MN","Minnesota",367,"2011"
2029,"CB_2011_MO","Missouri",303,"2011"
10,"CB_2011_MP","Northern Mariana Islands",0,"2011"
1129,"CB_2011_MS","Mississippi",84,"2011"
317,"CB_2011_MT","Montana",70,"2011"
2562,"CB_2011_NC","North Carolina",68,"2011"
320,"CB_2011_ND","North Dakota",88,"2011"
841,"CB_2011_NE","Nebraska",207,"2011"
256,"CB_2011_NH","New Hampshire",7,"2011"
2338,"CB_2011_NJ","New Jersey",58,"2011"
426,"CB_2011_NM","New Mexico",45,"2011"
509,"CB_2011_NV","Nevada",23,"2011"
4445,"CB_2011_NY","New York",118,"2011"
3460,"CB_2011_OH","Ohio",148,"2011"
1106,"CB_2011_OK","Oklahoma",235,"2011"
1064,"CB_2011_OR","Oregon",31,"2011"
519,"CB_2011_OT","Other Areas",12,"2011"
3425,"CB_2011_PA","Pennsylvania",130,"2011"
437,"CB_2011_PR","Puerto Rico",7,"2011"
2,"CB_2011_PW","Palau",0,"2011"
177,"CB_2011_RI","Rhode Island",7,"2011"
1281,"CB_2011_SC","South Carolina",59,"2011"
355,"CB_2011_SD","South Dakota",78,"2011"
2057,"CB_2011_TN","Tennessee",173,"2011"
6151,"CB_2011_TX","Texas",552,"2011"
82045,"CB_2011_US","United States",6263,"2011"
82564,"CB_2011_USA","United States & Other Areas",6275,"2011"
547,"CB_2011_UT","Utah",51,"2011"
2562,"CB_2011_VA","Virginia",101,"2011"
25,"CB_2011_VI","Virgin Islands Of The U.S.",2,"2011"
155,"CB_2011_VT","Vermont",9,"2011"
1667,"CB_2011_WA","Washington",58,"2011"
1752,"CB_2011_WI","Wisconsin",237,"2011"
601,"CB_2011_WV","West Virginia",58,"2011"
185,"CB_2011_WY","Wyoming",34,"2011"
119,"CB_2010_AK","Alaska",4,"2010"
1344,"CB_2010_AL","Alabama",136,"2010"
1302,"CB_2010_AR","Arkansas",124,"2010"
6,"CB_2010_AS","American Samoa",1,"2010"
1269,"CB_2010_AZ","Arizona",39,"2010"
6837,"CB_2010_CA","California",251,"2010"
1519,"CB_2010_CO","Colorado",107,"2010"
671,"CB_2010_CT","Connecticut",22,"2010"
232,"CB_2010_DC","District Of Columbia",5,"2010"
203,"CB_2010_DE","Delaware",21,"2010"
5015,"CB_2010_FL","Florida",220,"2010"
11,"CB_2010_FM","Federated States of Micronesia",1,"2010"
2397,"CB_2010_GA","Georgia",250,"2010"
27,"CB_2010_GU","Guam",2,"2010"
0,"CB_2010_HI","Hawaii",7,"2010"
1197,"CB_2010_IA","Iowa",345,"2010"
489,"CB_2010_ID","Idaho",16,"2010"
4180,"CB_2010_IL","Illinois",527,"2010"
2073,"CB_2010_IN","Indiana",102,"2010"
1152,"CB_2010_KS","Kansas",311,"2010"
1562,"CB_2010_KY","Kentucky",179,"2010"
1420,"CB_2010_LA","Louisiana",132,"2010"
1044,"CB_2010_MA","Massachusetts",26,"2010"
1615,"CB_2010_MD","Maryland",48,"2010"
249,"CB_2010_ME","Maine",8,"2010"
1,"CB_2010_MH","Marshall Islands",0,"2010"
2666,"CB_2010_MI","Michigan",123,"2010"
1303,"CB_2010_MN","Minnesota",381,"2010"
2026,"CB_2010_MO","Missouri",308,"2010"
9,"CB_2010_MP","Northern Mariana Islands",0,"2010"
1116,"CB_2010_MS","Mississippi",87,"2010"
317,"CB_2010_MT","Montana",70,"2010"
2576,"CB_2010_NC","North Carolina",71,"2010"
321,"CB_2010_ND","North Dakota",90,"2010"
834,"CB_2010_NE","Nebraska",214,"2010"
256,"CB_2010_NH","New Hampshire",8,"2010"
2353,"CB_2010_NJ","New Jersey",62,"2010"
424,"CB_2010_NM","New Mexico",48,"2010"
511,"CB_2010_NV","Nevada",26,"2010"
4389,"CB_2010_NY","New York",122,"2010"
3426,"CB_2010_OH","Ohio",148,"2010"
1100,"CB_2010_OK","Oklahoma",243,"2010"
1039,"CB_2010_OR","Oregon",31,"2010"
547,"CB_2010_OT","Other Areas",13,"2010"
3431,"CB_2010_PA","Pennsylvania",135,"2010"
466,"CB_2010_PR","Puerto Rico",7,"2010"
2,"CB_2010_PW","Palau",0,"2010"
177,"CB_2010_RI","Rhode Island",7,"2010"
1257,"CB_2010_SC","South Carolina",63,"2010"
358,"CB_2010_SD","South Dakota",79,"2010"
2070,"CB_2010_TN","Tennessee",176,"2010"
6160,"CB_2010_TX","Texas",567,"2010"
81464,"CB_2010_US","United States",6506,"2010"
82011,"CB_2010_USA","United States & Other Areas",6519,"2010"
550,"CB_2010_UT","Utah",53,"2010"
2566,"CB_2010_VA","Virginia",104,"2010"
25,"CB_2010_VI","Virgin Islands Of The U.S.",2,"2010"
155,"CB_2010_VT","Vermont",9,"2010"
1652,"CB_2010_WA","Washington",65,"2010"
1758,"CB_2010_WI","Wisconsin",242,"2010"
592,"CB_2010_WV","West Virginia",60,"2010"
192,"CB_2010_WY","Wyoming",34,"2010"
119,"CB_2009_AK","Alaska",4,"2009"
1348,"CB_2009_AL","Alabama",144,"2009"
1318,"CB_2009_AR","Arkansas",128,"2009"
6,"CB_2009_AS","American Samoa",1,"2009"
1289,"CB_2009_AZ","Arizona",42,"2009"
6886,"CB_2009_CA","California",271,"2009"
1503,"CB_2009_CO","Colorado",135,"2009"
686,"CB_2009_CT","Connecticut",23,"2009"
231,"CB_2009_DC","District Of Columbia",5,"2009"
202,"CB_2009_DE","Delaware",24,"2009"
5154,"CB_2009_FL","Florida",253,"2009"
11,"CB_2009_FM","Federated States of Micronesia",1,"2009"
2440,"CB_2009_GA","Georgia",287,"2009"
27,"CB_2009_GU","Guam",2,"2009"
0,"CB_2009_HI","Hawaii",7,"2009"
1200,"CB_2009_IA","Iowa",352,"2009"
489,"CB_2009_ID","Idaho",16,"2009"
4186,"CB_2009_IL","Illinois",546,"2009"
2093,"CB_2009_IN","Indiana",104,"2009"
1140,"CB_2009_KS","Kansas",323,"2009"
1611,"CB_2009_KY","Kentucky",180,"2009"
1410,"CB_2009_LA","Louisiana",133,"2009"
1073,"CB_2009_MA","Massachusetts",28,"2009"
1663,"CB_2009_MD","Maryland",50,"2009"
255,"CB_2009_ME","Maine",8,"2009"
1,"CB_2009_MH","Marshall Islands",0,"2009"
2686,"CB_2009_MI","Michigan",131,"2009"
1313,"CB_2009_MN","Minnesota",391,"2009"
2020,"CB_2009_MO","Missouri",317,"2009"
9,"CB_2009_MP","Northern Mariana Islands",0,"2009"
1108,"CB_2009_MS","Mississippi",89,"2009"
317,"CB_2009_MT","Montana",71,"2009"
2576,"CB_2009_NC","North Carolina",74,"2009"
323,"CB_2009_ND","North Dakota",92,"2009"
770,"CB_2009_NE","Nebraska",225,"2009"
253,"CB_2009_NH","New Hampshire",8,"2009"
2405,"CB_2009_NJ","New Jersey",66,"2009"
430,"CB_2009_NM","New Mexico",49,"2009"
532,"CB_2009_NV","Nevada",34,"2009"
4282,"CB_2009_NY","New York",128,"2009"
3440,"CB_2009_OH","Ohio",149,"2009"
1099,"CB_2009_OK","Oklahoma",247,"2009"
1046,"CB_2009_OR","Oregon",34,"2009"
572,"CB_2009_OT","Other Areas",16,"2009"
3383,"CB_2009_PA","Pennsylvania",140,"2009"
491,"CB_2009_PR","Puerto Rico",10,"2009"
3,"CB_2009_PW","Palau",0,"2009"
177,"CB_2009_RI","Rhode Island",7,"2009"
1256,"CB_2009_SC","South Carolina",67,"2009"
357,"CB_2009_SD","South Dakota",80,"2009"
2093,"CB_2009_TN","Tennessee",178,"2009"
6286,"CB_2009_TX","Texas",581,"2009"
81918,"CB_2009_US","United States",6813,"2009"
82490,"CB_2009_USA","United States & Other Areas",6829,"2009"
562,"CB_2009_UT","Utah",58,"2009"
2549,"CB_2009_VA","Virginia",106,"2009"
24,"CB_2009_VI","Virgin Islands Of The U.S.",2,"2009"
156,"CB_2009_VT","Vermont",9,"2009"
1667,"CB_2009_WA","Washington",79,"2009"
1754,"CB_2009_WI","Wisconsin",246,"2009"
590,"CB_2009_WV","West Virginia",60,"2009"
192,"CB_2009_WY","Wyoming",34,"2009"
119,"CB_2008_AK","Alaska",5,"2008"
1349,"CB_2008_AL","Alabama",148,"2008"
1316,"CB_2008_AR","Arkansas",137,"2008"
6,"CB_2008_AS","American Samoa",1,"2008"
1314,"CB_2008_AZ","Arizona",55,"2008"
6887,"CB_2008_CA","California",288,"2008"
1490,"CB_2008_CO","Colorado",142,"2008"
689,"CB_2008_CT","Connecticut",25,"2008"
195,"CB_2008_DC","District Of Columbia",5,"2008"
198,"CB_2008_DE","Delaware",24,"2008"
5153,"CB_2008_FL","Florida",270,"2008"
9,"CB_2008_FM","Federated States of Micronesia",1,"2008"
2486,"CB_2008_GA","Georgia",314,"2008"
27,"CB_2008_GU","Guam",2,"2008"
0,"CB_2008_HI","Hawaii",7,"2008"
1175,"CB_2008_IA","Iowa",361,"2008"
492,"CB_2008_ID","Idaho",16,"2008"
4262,"CB_2008_IL","Illinois",570,"2008"
2079,"CB_2008_IN","Indiana",111,"2008"
1125,"CB_2008_KS","Kansas",331,"2008"
1613,"CB_2008_KY","Kentucky",179,"2008"
1403,"CB_2008_LA","Louisiana",134,"2008"
1089,"CB_2008_MA","Massachusetts",28,"2008"
1480,"CB_2008_MD","Maryland",53,"2008"
259,"CB_2008_ME","Maine",8,"2008"
1,"CB_2008_MH","Marshall Islands",0,"2008"
2709,"CB_2008_MI","Michigan",143,"2008"
1320,"CB_2008_MN","Minnesota",408,"2008"
2012,"CB_2008_MO","Missouri",321,"2008"
9,"CB_2008_MP","Northern Mariana Islands",0,"2008"
1109,"CB_2008_MS","Mississippi",90,"2008"
314,"CB_2008_MT","Montana",74,"2008"
2574,"CB_2008_NC","North Carolina",79,"2008"
323,"CB_2008_ND","North Dakota",94,"2008"
763,"CB_2008_NE","Nebraska",231,"2008"
252,"CB_2008_NH","New Hampshire",8,"2008"
2437,"CB_2008_NJ","New Jersey",68,"2008"
428,"CB_2008_NM","New Mexico",49,"2008"
544,"CB_2008_NV","Nevada",37,"2008"
4309,"CB_2008_NY","New York",129,"2008"
3443,"CB_2008_OH","Ohio",156,"2008"
1084,"CB_2008_OK","Oklahoma",248,"2008"
1048,"CB_2008_OR","Oregon",37,"2008"
613,"CB_2008_OT","Other Areas",16,"2008"
3490,"CB_2008_PA","Pennsylvania",145,"2008"
534,"CB_2008_PR","Puerto Rico",10,"2008"
3,"CB_2008_PW","Palau",0,"2008"
177,"CB_2008_RI","Rhode Island",7,"2008"
1263,"CB_2008_SC","South Carolina",66,"2008"
351,"CB_2008_SD","South Dakota",83,"2008"
2082,"CB_2008_TN","Tennessee",181,"2008"
6247,"CB_2008_TX","Texas",594,"2008"
81809,"CB_2008_US","United States",7061,"2008"
82422,"CB_2008_USA","United States & Other Areas",7077,"2008"
569,"CB_2008_UT","Utah",63,"2008"
2399,"CB_2008_VA","Virginia",103,"2008"
24,"CB_2008_VI","Virgin Islands Of The U.S.",2,"2008"
157,"CB_2008_VT","Vermont",9,"2008"
1693,"CB_2008_WA","Washington",81,"2008"
1764,"CB_2008_WI","Wisconsin",249,"2008"
591,"CB_2008_WV","West Virginia",61,"2008"
184,"CB_2008_WY","Wyoming",36,"2008"
118,"CB_2007_AK","Alaska",4,"2007"
1312,"CB_2007_AL","Alabama",149,"2007"
1308,"CB_2007_AR","Arkansas",143,"2007"
6,"CB_2007_AS","American Samoa",1,"2007"
1200,"CB_2007_AZ","Arizona",55,"2007"
5840,"CB_2007_CA","California",288,"2007"
1416,"CB_2007_CO","Colorado",148,"2007"
693,"CB_2007_CT","Connecticut",24,"2007"
190,"CB_2007_DC","District Of Columbia",6,"2007"
200,"CB_2007_DE","Delaware",25,"2007"
4816,"CB_2007_FL","Florida",281,"2007"
9,"CB_2007_FM","Federated States of Micronesia",1,"2007"
2398,"CB_2007_GA","Georgia",332,"2007"
27,"CB_2007_GU","Guam",2,"2007"
0,"CB_2007_HI","Hawaii",7,"2007"
1155,"CB_2007_IA","Iowa",372,"2007"
447,"CB_2007_ID","Idaho",16,"2007"
4001,"CB_2007_IL","Illinois",581,"2007"
2054,"CB_2007_IN","Indiana",114,"2007"
1108,"CB_2007_KS","Kansas",340,"2007"
1599,"CB_2007_KY","Kentucky",186,"2007"
1381,"CB_2007_LA","Louisiana",136,"2007"
1087,"CB_2007_MA","Massachusetts",31,"2007"
1468,"CB_2007_MD","Maryland",55,"2007"
292,"CB_2007_ME","Maine",13,"2007"
1,"CB_2007_MH","Marshall Islands",0,"2007"
2744,"CB_2007_MI","Michigan",148,"2007"
1308,"CB_2007_MN","Minnesota",420,"2007"
1978,"CB_2007_MO","Missouri",331,"2007"
9,"CB_2007_MP","Northern Mariana Islands",0,"2007"
1092,"CB_2007_MS","Mississippi",91,"2007"
302,"CB_2007_MT","Montana",76,"2007"
2511,"CB_2007_NC","North Carolina",79,"2007"
316,"CB_2007_ND","North Dakota",95,"2007"
747,"CB_2007_NE","Nebraska",237,"2007"
293,"CB_2007_NH","New Hampshire",8,"2007"
2395,"CB_2007_NJ","New Jersey",69,"2007"
421,"CB_2007_NM","New Mexico",48,"2007"
512,"CB_2007_NV","Nevada",39,"2007"
4011,"CB_2007_NY","New York",127,"2007"
3429,"CB_2007_OH","Ohio",167,"2007"
1064,"CB_2007_OK","Oklahoma",254,"2007"
918,"CB_2007_OR","Oregon",37,"2007"
652,"CB_2007_OT","Other Areas",17,"2007"
3404,"CB_2007_PA","Pennsylvania",154,"2007"
573,"CB_2007_PR","Puerto Rico",10,"2007"
3,"CB_2007_PW","Palau",0,"2007"
174,"CB_2007_RI","Rhode Island",7,"2007"
1232,"CB_2007_SC","South Carolina",69,"2007"
344,"CB_2007_SD","South Dakota",85,"2007"
2021,"CB_2007_TN","Tennessee",185,"2007"
5636,"CB_2007_TX","Texas",612,"2007"
77968,"CB_2007_US","United States",7262,"2007"
78620,"CB_2007_USA","United States & Other Areas",7279,"2007"
519,"CB_2007_UT","Utah",61,"2007"
2340,"CB_2007_VA","Virginia",104,"2007"
24,"CB_2007_VI","Virgin Islands Of The U.S.",3,"2007"
210,"CB_2007_VT","Vermont",11,"2007"
1476,"CB_2007_WA","Washington",80,"2007"
1735,"CB_2007_WI","Wisconsin",260,"2007"
578,"CB_2007_WV","West Virginia",62,"2007"
175,"CB_2007_WY","Wyoming",40,"2007"
118,"CB_2006_AK","Alaska",5,"2006"
1275,"CB_2006_AL","Alabama",148,"2006"
1280,"CB_2006_AR","Arkansas",149,"2006"
7,"CB_2006_AS","American Samoa",1,"2006"
1106,"CB_2006_AZ","Arizona",52,"2006"
5535,"CB_2006_CA","California",279,"2006"
1305,"CB_2006_CO","Colorado",153,"2006"
631,"CB_2006_CT","Connecticut",24,"2006"
189,"CB_2006_DC","District Of Columbia",5,"2006"
198,"CB_2006_DE","Delaware",26,"2006"
4455,"CB_2006_FL","Florida",269,"2006"
9,"CB_2006_FM","Federated States of Micronesia",1,"2006"
2317,"CB_2006_GA","Georgia",333,"2006"
27,"CB_2006_GU","Guam",2,"2006"
0,"CB_2006_HI","Hawaii",7,"2006"
1140,"CB_2006_IA","Iowa",383,"2006"
435,"CB_2006_ID","Idaho",16,"2006"
3837,"CB_2006_IL","Illinois",592,"2006"
2036,"CB_2006_IN","Indiana",122,"2006"
1082,"CB_2006_KS","Kansas",346,"2006"
1550,"CB_2006_KY","Kentucky",198,"2006"
1369,"CB_2006_LA","Louisiana",139,"2006"
1072,"CB_2006_MA","Massachusetts",36,"2006"
1419,"CB_2006_MD","Maryland",65,"2006"
302,"CB_2006_ME","Maine",14,"2006"
1,"CB_2006_MH","Marshall Islands",0,"2006"
2760,"CB_2006_MI","Michigan",154,"2006"
1278,"CB_2006_MN","Minnesota",426,"2006"
1911,"CB_2006_MO","Missouri",337,"2006"
9,"CB_2006_MP","Northern Mariana Islands",0,"2006"
1095,"CB_2006_MS","Mississippi",92,"2006"
297,"CB_2006_MT","Montana",80,"2006"
2434,"CB_2006_NC","North Carolina",77,"2006"
315,"CB_2006_ND","North Dakota",93,"2006"
730,"CB_2006_NE","Nebraska",244,"2006"
211,"CB_2006_NH","New Hampshire",9,"2006"
2356,"CB_2006_NJ","New Jersey",69,"2006"
411,"CB_2006_NM","New Mexico",47,"2006"
470,"CB_2006_NV","Nevada",35,"2006"
3901,"CB_2006_NY","New York",129,"2006"
3410,"CB_2006_OH","Ohio",176,"2006"
1025,"CB_2006_OK","Oklahoma",258,"2006"
901,"CB_2006_OR","Oregon",38,"2006"
642,"CB_2006_OT","Other Areas",17,"2006"
3347,"CB_2006_PA","Pennsylvania",159,"2006"
567,"CB_2006_PR","Puerto Rico",10,"2006"
3,"CB_2006_PW","Palau",0,"2006"
171,"CB_2006_RI","Rhode Island",7,"2006"
1169,"CB_2006_SC","South Carolina",72,"2006"
340,"CB_2006_SD","South Dakota",85,"2006"
1980,"CB_2006_TN","Tennessee",183,"2006"
5278,"CB_2006_TX","Texas",608,"2006"
75381,"CB_2006_US","United States",7380,"2006"
76023,"CB_2006_USA","United States & Other Areas",7397,"2006"
506,"CB_2006_UT","Utah",63,"2006"
2300,"CB_2006_VA","Virginia",111,"2006"
19,"CB_2006_VI","Virgin Islands Of The U.S.",3,"2006"
226,"CB_2006_VT","Vermont",14,"2006"
1454,"CB_2006_WA","Washington",82,"2006"
1720,"CB_2006_WI","Wisconsin",265,"2006"
563,"CB_2006_WV","West Virginia",64,"2006"
171,"CB_2006_WY","Wyoming",42,"2006"
118,"CB_2005_AK","Alaska",5,"2005"
1265,"CB_2005_AL","Alabama",150,"2005"
1207,"CB_2005_AR","Arkansas",154,"2005"
5,"CB_2005_AS","American Samoa",1,"2005"
1047,"CB_2005_AZ","Arizona",48,"2005"
4986,"CB_2005_CA","California",274,"2005"
1236,"CB_2005_CO","Colorado",161,"2005"
583,"CB_2005_CT","Connecticut",24,"2005"
165,"CB_2005_DC","District Of Columbia",6,"2005"
200,"CB_2005_DE","Delaware",27,"2005"
4191,"CB_2005_FL","Florida",262,"2005"
9,"CB_2005_FM","Federated States of Micronesia",1,"2005"
2226,"CB_2005_GA","Georgia",331,"2005"
27,"CB_2005_GU","Guam",2,"2005"
0,"CB_2005_HI","Hawaii",5,"2005"
1116,"CB_2005_IA","Iowa",392,"2005"
408,"CB_2005_ID","Idaho",15,"2005"
3619,"CB_2005_IL","Illinois",611,"2005"
1945,"CB_2005_IN","Indiana",131,"2005"
1062,"CB_2005_KS","Kansas",354,"2005"
1509,"CB_2005_KY","Kentucky",205,"2005"
1341,"CB_2005_LA","Louisiana",136,"2005"
1073,"CB_2005_MA","Massachusetts",35,"2005"
1367,"CB_2005_MD","Maryland",65,"2005"
284,"CB_2005_ME","Maine",14,"2005"
1,"CB_2005_MH","Marshall Islands",0,"2005"
2694,"CB_2005_MI","Michigan",156,"2005"
1239,"CB_2005_MN","Minnesota",444,"2005"
1837,"CB_2005_MO","Missouri",342,"2005"
9,"CB_2005_MP","Northern Mariana Islands",0,"2005"
1054,"CB_2005_MS","Mississippi",93,"2005"
296,"CB_2005_MT","Montana",78,"2005"
2362,"CB_2005_NC","North Carolina",74,"2005"
302,"CB_2005_ND","North Dakota",96,"2005"
709,"CB_2005_NE","Nebraska",248,"2005"
209,"CB_2005_NH","New Hampshire",9,"2005"
2303,"CB_2005_NJ","New Jersey",72,"2005"
399,"CB_2005_NM","New Mexico",48,"2005"
