"BRANCHES","ID","STNAME","TOTAL","YEAR"
2895,"CB_1969_CA","California",148,"1969"
12,"CB_1969_CO","Colorado",223,"1969"
405,"CB_1969_CT","Connecticut",59,"1969"
100,"CB_1969_DC","District Of Columbia",14,"1969"
79,"CB_1969_DE","Delaware",19,"1969"
29,"CB_1969_FL","Florida",469,"1969"
28,"CB_1969_FM","Federated States of Micronesia",0,"1969"
270,"CB_1969_GA","Georgia",423,"1969"
6,"CB_1969_GU","Guam",0,"1969"
128,"CB_1969_HI","Hawaii",7,"1969"
298,"CB_1969_IA","Iowa",658,"1969"
149,"CB_1969_ID","Idaho",26,"1969"
74,"CB_1969_IL","Illinois",1085,"1969"
601,"CB_1969_IN","Indiana",407,"1969"
61,"CB_1969_KS","Kansas",602,"1969"
306,"CB_1969_KY","Kentucky",340,"1969"
359,"CB_1969_LA","Louisiana",230,"1969"
710,"CB_1969_MA","Massachusetts",156,"1969"
484,"CB_1969_MD","Maryland",121,"1969"
206,"CB_1969_ME","Maine",41,"1969"
1151,"CB_1969_MI","Michigan",330,"1969"
10,"CB_1969_MN","Minnesota",721,"1969"
85,"CB_1969_MO","Missouri",661,"1969"
321,"CB_1969_MS","Mississippi",181,"1969"
5,"CB_1969_MT","Montana",135,"1969"
1010,"CB_1969_NC","North Carolina",108,"1969"
66,"CB_1969_ND","North Dakota",166,"1969"
39,"CB_1969_NE","Nebraska",437,"1969"
52,"CB_1969_NH","New Hampshire",73,"1969"
891,"CB_1969_NJ","New Jersey",226,"1969"
121,"CB_1969_NM","New Mexico",64,"1969"
81,"CB_1969_NV","Nevada",8,"1969"
2290,"CB_1969_NY","New York",295,"1969"
1217,"CB_1969_OH","Ohio",519,"1969"
58,"CB_1969_OK","Oklahoma",425,"1969"
319,"CB_1969_OR","Oregon",49,"1969"
230,"CB_1969_OT","Other Areas",9,"1969"
1614,"CB_1969_PA","Pennsylvania",483,"1969"
173,"CB_1969_PR","Puerto Rico",8,"1969"
153,"CB_1969_RI","Rhode Island",11,"1969"
380,"CB_1969_SC","South Carolina",104,"1969"
94,"CB_1969_SD","South Dakota",163,"1969"
448,"CB_1969_TN","Tennessee",301,"1969"
67,"CB_1969_TX","Texas",1157,"1969"
20149,"CB_1969_US","United States",13464,"1969"
20379,"CB_1969_USA","United States & Other Areas",13473,"1969"
126,"CB_1969_UT","Utah",51,"1969"
765,"CB_1969_VA","Virginia",233,"1969"
20,"CB_1969_VI","Virgin Islands Of The U.S.",1,"1969"
78,"CB_1969_VT","Vermont",43,"1969"
523,"CB_1969_WA","Washington",92,"1969"
252,"CB_1969_WI","Wisconsin",600,"1969"
5,"CB_1969_WV","West Virginia",195,"1969"
2,"CB_1969_WY","Wyoming",70,"1969"
55,"CB_1968_AK","Alaska",10,"1968"
236,"CB_1968_AL","Alabama",268,"1968"
141,"CB_1968_AR","Arkansas",245,"1968"
2,"CB_1968_AS","American Samoa",0,"1968"
278,"CB_1968_AZ","Arizona",13,"1968"
2788,"CB_1968_CA","California",156,"1968"
10,"CB_1968_CO","Colorado",219,"1968"
375,"CB_1968_CT","Connecticut",63,"1968"
100,"CB_1968_DC","District Of Columbia",14,"1968"
78,"CB_1968_DE","Delaware",19,"1968"
25,"CB_1968_FL","Florida",455,"1968"
26,"CB_1968_FM","Federated States of Micronesia",0,"1968"
248,"CB_1968_GA","Georgia",417,"1968"
5,"CB_1968_GU","Guam",0,"1968"
122,"CB_1968_HI","Hawaii",7,"1968"
282,"CB_1968_IA","Iowa",661,"1968"
142,"CB_1968_ID","Idaho",26,"1968"
45,"CB_1968_IL","Illinois",1069,"1968"
576,"CB_1968_IN","Indiana",411,"1968"
61,"CB_1968_KS","Kansas",600,"1968"
286,"CB_1968_KY","Kentucky",341,"1968"
329,"CB_1968_LA","Louisiana",228,"1968"
680,"CB_1968_MA","Massachusetts",153,"1968"
462,"CB_1968_MD","Maryland",121,"1968"
197,"CB_1968_ME","Maine",40,"1968"
1099,"CB_1968_MI","Michigan",336,"1968"
10,"CB_1968_MN","Minnesota",720,"1968"
85,"CB_1968_MO","Missouri",659,"1968"
296,"CB_1968_MS","Mississippi",185,"1968"
5,"CB_1968_MT","Montana",134,"1968"
924,"CB_1968_NC","North Carolina",120,"1968"
67,"CB_1968_ND","North Dakota",166,"1968"
37,"CB_1968_NE","Nebraska",435,"1968"
41,"CB_1968_NH","New Hampshire",74,"1968"
797,"CB_1968_NJ","New Jersey",226,"1968"
114,"CB_1968_NM","New Mexico",63,"1968"
78,"CB_1968_NV","Nevada",9,"1968"
2206,"CB_1968_NY","New York",296,"1968"
1130,"CB_1968_OH","Ohio",523,"1968"
55,"CB_1968_OK","Oklahoma",423,"1968"
307,"CB_1968_OR","Oregon",48,"1968"
217,"CB_1968_OT","Other Areas",8,"1968"
1517,"CB_1968_PA","Pennsylvania",500,"1968"
165,"CB_1968_PR","Puerto Rico",7,"1968"
151,"CB_1968_RI","Rhode Island",11,"1968"
351,"CB_1968_SC","South Carolina",117,"1968"
91,"CB_1968_SD","South Dakota",164,"1968"
416,"CB_1968_TN","Tennessee",299,"1968"
63,"CB_1968_TX","Texas",1142,"1968"
18966,"CB_1968_US","United States",13479,"1968"
19183,"CB_1968_USA","United States & Other Areas",13487,"1968"
115,"CB_1968_UT","Utah",54,"1968"
709,"CB_1968_VA","Virginia",237,"1968"
19,"CB_1968_VI","Virgin Islands Of The U.S.",1,"1968"
71,"CB_1968_VT","Vermont",44,"1968"
487,"CB_1968_WA","Washington",94,"1968"
223,"CB_1968_WI","Wisconsin",599,"1968"
4,"CB_1968_WV","West Virginia",195,"1968"
1,"CB_1968_WY","Wyoming",70,"1968"
54,"CB_1967_AK","Alaska",10,"1967"
211,"CB_1967_AL","Alabama",266,"1967"
130,"CB_1967_AR","Arkansas",245,"1967"
2,"CB_1967_AS","American Samoa",0,"1967"
265,"CB_1967_AZ","Arizona",17,"1967"
2687,"CB_1967_CA","California",172,"1967"
7,"CB_1967_CO","Colorado",217,"1967"
357,"CB_1967_CT","Connecticut",64,"1967"
96,"CB_1967_DC","District Of Columbia",14,"1967"
74,"CB_1967_DE","Delaware",19,"1967"
21,"CB_1967_FL","Florida",446,"1967"
24,"CB_1967_FM","Federated States of Micronesia",0,"1967"
227,"CB_1967_GA","Georgia",408,"1967"
5,"CB_1967_GU","Guam",0,"1967"
122,"CB_1967_HI","Hawaii",7,"1967"
260,"CB_1967_IA","Iowa",661,"1967"
141,"CB_1967_ID","Idaho",26,"1967"
18,"CB_1967_IL","Illinois",1062,"1967"
542,"CB_1967_IN","Indiana",413,"1967"
58,"CB_1967_KS","Kansas",600,"1967"
268,"CB_1967_KY","Kentucky",340,"1967"
305,"CB_1967_LA","Louisiana",225,"1967"
644,"CB_1967_MA","Massachusetts",154,"1967"
435,"CB_1967_MD","Maryland",121,"1967"
191,"CB_1967_ME","Maine",41,"1967"
1047,"CB_1967_MI","Michigan",339,"1967"
9,"CB_1967_MN","Minnesota",719,"1967"
78,"CB_1967_MO","Missouri",656,"1967"
281,"CB_1967_MS","Mississippi",188,"1967"
5,"CB_1967_MT","Montana",132,"1967"
854,"CB_1967_NC","North Carolina",127,"1967"
62,"CB_1967_ND","North Dakota",166,"1967"
33,"CB_1967_NE","Nebraska",433,"1967"
37,"CB_1967_NH","New Hampshire",73,"1967"
757,"CB_1967_NJ","New Jersey",225,"1967"
109,"CB_1967_NM","New Mexico",64,"1967"
75,"CB_1967_NV","Nevada",9,"1967"
2127,"CB_1967_NY","New York",303,"1967"
1069,"CB_1967_OH","Ohio",529,"1967"
46,"CB_1967_OK","Oklahoma",421,"1967"
285,"CB_1967_OR","Oregon",47,"1967"
195,"CB_1967_OT","Other Areas",8,"1967"
1419,"CB_1967_PA","Pennsylvania",512,"1967"
151,"CB_1967_PR","Puerto Rico",7,"1967"
142,"CB_1967_RI","Rhode Island",12,"1967"
328,"CB_1967_SC","South Carolina",122,"1967"
87,"CB_1967_SD","South Dakota",165,"1967"
403,"CB_1967_TN","Tennessee",295,"1967"
59,"CB_1967_TX","Texas",1139,"1967"
17884,"CB_1967_US","United States",13506,"1967"
18079,"CB_1967_USA","United States & Other Areas",13514,"1967"
112,"CB_1967_UT","Utah",55,"1967"
656,"CB_1967_VA","Virginia",250,"1967"
13,"CB_1967_VI","Virgin Islands Of The U.S.",1,"1967"
67,"CB_1967_VT","Vermont",45,"1967"
452,"CB_1967_WA","Washington",94,"1967"
171,"CB_1967_WI","Wisconsin",595,"1967"
0,"CB_1967_WV","West Virginia",194,"1967"
1,"CB_1967_WY","Wyoming",69,"1967"
55,"CB_1966_AK","Alaska",10,"1966"
186,"CB_1966_AL","Alabama",267,"1966"
119,"CB_1966_AR","Arkansas",243,"1966"
2,"CB_1966_AS","American Samoa",0,"1966"
261,"CB_1966_AZ","Arizona",17,"1966"
2532,"CB_1966_CA","California",187,"1966"
9,"CB_1966_CO","Colorado",215,"1966"
336,"CB_1966_CT","Connecticut",63,"1966"
94,"CB_1966_DC","District Of Columbia",14,"1966"
71,"CB_1966_DE","Delaware",20,"1966"
19,"CB_1966_FL","Florida",443,"1966"
24,"CB_1966_FM","Federated States of Micronesia",0,"1966"
211,"CB_1966_GA","Georgia",394,"1966"
5,"CB_1966_GU","Guam",0,"1966"
119,"CB_1966_HI","Hawaii",7,"1966"
250,"CB_1966_IA","Iowa",661,"1966"
140,"CB_1966_ID","Idaho",25,"1966"
5,"CB_1966_IL","Illinois",1053,"1966"
507,"CB_1966_IN","Indiana",415,"1966"
53,"CB_1966_KS","Kansas",599,"1966"
243,"CB_1966_KY","Kentucky",342,"1966"
286,"CB_1966_LA","Louisiana",219,"1966"
611,"CB_1966_MA","Massachusetts",157,"1966"
408,"CB_1966_MD","Maryland",121,"1966"
180,"CB_1966_ME","Maine",41,"1966"
986,"CB_1966_MI","Michigan",345,"1966"
9,"CB_1966_MN","Minnesota",719,"1966"
71,"CB_1966_MO","Missouri",652,"1966"
259,"CB_1966_MS","Mississippi",190,"1966"
3,"CB_1966_MT","Montana",131,"1966"
786,"CB_1966_NC","North Carolina",136,"1966"
59,"CB_1966_ND","North Dakota",164,"1966"
29,"CB_1966_NE","Nebraska",433,"1966"
33,"CB_1966_NH","New Hampshire",72,"1966"
712,"CB_1966_NJ","New Jersey",229,"1966"
101,"CB_1966_NM","New Mexico",64,"1966"
70,"CB_1966_NV","Nevada",9,"1966"
2053,"CB_1966_NY","New York",311,"1966"
1009,"CB_1966_OH","Ohio",535,"1966"
42,"CB_1966_OK","Oklahoma",419,"1966"
273,"CB_1966_OR","Oregon",49,"1966"
187,"CB_1966_OT","Other Areas",9,"1966"
1336,"CB_1966_PA","Pennsylvania",536,"1966"
145,"CB_1966_PR","Puerto Rico",8,"1966"
121,"CB_1966_RI","Rhode Island",9,"1966"
302,"CB_1966_SC","South Carolina",124,"1966"
83,"CB_1966_SD","South Dakota",166,"1966"
377,"CB_1966_TN","Tennessee",294,"1966"
53,"CB_1966_TX","Texas",1137,"1966"
16842,"CB_1966_US","United States",13529,"1966"
17029,"CB_1966_USA","United States & Other Areas",13538,"1966"
111,"CB_1966_UT","Utah",55,"1966"
612,"CB_1966_VA","Virginia",251,"1966"
11,"CB_1966_VI","Virgin Islands Of The U.S.",1,"1966"
59,"CB_1966_VT","Vermont",47,"1966"
424,"CB_1966_WA","Washington",94,"1966"
173,"CB_1966_WI","Wisconsin",587,"1966"
0,"CB_1966_WV","West Virginia",189,"1966"
1,"CB_1966_WY","Wyoming",69,"1966"
53,"CB_1965_AK","Alaska",10,"1965"
163,"CB_1965_AL","Alabama",263,"1965"
108,"CB_1965_AR","Arkansas",242,"1965"
2,"CB_1965_AS","American Samoa",0,"1965"
250,"CB_1965_AZ","Arizona",17,"1965"
2419,"CB_1965_CA","California",193,"1965"
8,"CB_1965_CO","Colorado",210,"1965"
313,"CB_1965_CT","Connecticut",64,"1965"
88,"CB_1965_DC","District Of Columbia",15,"1965"
65,"CB_1965_DE","Delaware",20,"1965"
18,"CB_1965_FL","Florida",439,"1965"
24,"CB_1965_FM","Federated States of Micronesia",0,"1965"
196,"CB_1965_GA","Georgia",387,"1965"
4,"CB_1965_GU","Guam",0,"1965"
115,"CB_1965_HI","Hawaii",7,"1965"
235,"CB_1965_IA","Iowa",659,"1965"
127,"CB_1965_ID","Idaho",25,"1965"
5,"CB_1965_IL","Illinois",1044,"1965"
471,"CB_1965_IN","Indiana",418,"1965"
49,"CB_1965_KS","Kansas",596,"1965"
232,"CB_1965_KY","Kentucky",340,"1965"
248,"CB_1965_LA","Louisiana",213,"1965"
565,"CB_1965_MA","Massachusetts",156,"1965"
388,"CB_1965_MD","Maryland",121,"1965"
166,"CB_1965_ME","Maine",39,"1965"
891,"CB_1965_MI","Michigan",352,"1965"
10,"CB_1965_MN","Minnesota",717,"1965"
63,"CB_1965_MO","Missouri",644,"1965"
221,"CB_1965_MS","Mississippi",196,"1965"
3,"CB_1965_MT","Montana",129,"1965"
733,"CB_1965_NC","North Carolina",145,"1965"
49,"CB_1965_ND","North Dakota",163,"1965"
28,"CB_1965_NE","Nebraska",430,"1965"
27,"CB_1965_NH","New Hampshire",71,"1965"
673,"CB_1965_NJ","New Jersey",230,"1965"
95,"CB_1965_NM","New Mexico",64,"1965"
63,"CB_1965_NV","Nevada",9,"1965"
1926,"CB_1965_NY","New York",316,"1965"
948,"CB_1965_OH","Ohio",540,"1965"
38,"CB_1965_OK","Oklahoma",420,"1965"
265,"CB_1965_OR","Oregon",48,"1965"
174,"CB_1965_OT","Other Areas",8,"1965"
1235,"CB_1965_PA","Pennsylvania",561,"1965"
138,"CB_1965_PR","Puerto Rico",7,"1965"
118,"CB_1965_RI","Rhode Island",9,"1965"
270,"CB_1965_SC","South Carolina",125,"1965"
76,"CB_1965_SD","South Dakota",169,"1965"
328,"CB_1965_TN","Tennessee",294,"1965"
52,"CB_1965_TX","Texas",1130,"1965"
15698,"CB_1965_US","United States",13536,"1965"
15872,"CB_1965_USA","United States & Other Areas",13544,"1965"
109,"CB_1965_UT","Utah",56,"1965"
558,"CB_1965_VA","Virginia",262,"1965"
6,"CB_1965_VI","Virgin Islands Of The U.S.",1,"1965"
57,"CB_1965_VT","Vermont",47,"1965"
409,"CB_1965_WA","Washington",99,"1965"
170,"CB_1965_WI","Wisconsin",577,"1965"
0,"CB_1965_WV","West Virginia",186,"1965"
1,"CB_1965_WY","Wyoming",69,"1965"
51,"CB_1964_AK","Alaska",10,"1964"
142,"CB_1964_AL","Alabama",252,"1964"
90,"CB_1964_AR","Arkansas",241,"1964"
0,"CB_1964_AS","American Samoa",0,"1964"
239,"CB_1964_AZ","Arizona",15,"1964"
2273,"CB_1964_CA","California",194,"1964"
8,"CB_1964_CO","Colorado",207,"1964"
286,"CB_1964_CT","Connecticut",61,"1964"
84,"CB_1964_DC","District Of Columbia",15,"1964"
64,"CB_1964_DE","Delaware",20,"1964"
17,"CB_1964_FL","Florida",421,"1964"
0,"CB_1964_FM","Federated States of Micronesia",0,"1964"
169,"CB_1964_GA","Georgia",381,"1964"
0,"CB_1964_GU","Guam",0,"1964"
114,"CB_1964_HI","Hawaii",7,"1964"
221,"CB_1964_IA","Iowa",659,"1964"
120,"CB_1964_ID","Idaho",24,"1964"
5,"CB_1964_IL","Illinois",1024,"1964"
441,"CB_1964_IN","Indiana",426,"1964"
50,"CB_1964_KS","Kansas",593,"1964"
213,"CB_1964_KY","Kentucky",342,"1964"
236,"CB_1964_LA","Louisiana",208,"1964"
524,"CB_1964_MA","Massachusetts",154,"1964"
364,"CB_1964_MD","Maryland",120,"1964"
154,"CB_1964_ME","Maine",40,"1964"
803,"CB_1964_MI","Michigan",359,"1964"
9,"CB_1964_MN","Minnesota",714,"1964"
56,"CB_1964_MO","Missouri",632,"1964"
191,"CB_1964_MS","Mississippi",194,"1964"
3,"CB_1964_MT","Montana",128,"1964"
713,"CB_1964_NC","North Carolina",151,"1964"
44,"CB_1964_ND","North Dakota",159,"1964"
27,"CB_1964_NE","Nebraska",427,"1964"
20,"CB_1964_NH","New Hampshire",70,"1964"
627,"CB_1964_NJ","New Jersey",233,"1964"
84,"CB_1964_NM","New Mexico",63,"1964"
58,"CB_1964_NV","Nevada",8,"1964"
1807,"CB_1964_NY","New York",326,"1964"
871,"CB_1964_OH","Ohio",546,"1964"
36,"CB_1964_OK","Oklahoma",416,"1964"
249,"CB_1964_OR","Oregon",49,"1964"
140,"CB_1964_OT","Other Areas",8,"1964"
1145,"CB_1964_PA","Pennsylvania",581,"1964"
134,"CB_1964_PR","Puerto Rico",7,"1964"
105,"CB_1964_RI","Rhode Island",8,"1964"
242,"CB_1964_SC","South Carolina",129,"1964"
72,"CB_1964_SD","South Dakota",172,"1964"
295,"CB_1964_TN","Tennessee",290,"1964"
50,"CB_1964_TX","Texas",1115,"1964"
14559,"CB_1964_US","United States",13485,"1964"
14699,"CB_1964_USA","United States & Other Areas",13493,"1964"
103,"CB_1964_UT","Utah",54,"1964"
486,"CB_1964_VA","Virginia",277,"1964"
6,"CB_1964_VI","Virgin Islands Of The U.S.",1,"1964"
49,"CB_1964_VT","Vermont",48,"1964"
378,"CB_1964_WA","Washington",96,"1964"
170,"CB_1964_WI","Wisconsin",575,"1964"
0,"CB_1964_WV","West Virginia",183,"1964"
1,"CB_1964_WY","Wyoming",68,"1964"
48,"CB_1963_AK","Alaska",9,"1963"
129,"CB_1963_AL","Alabama",242,"1963"
77,"CB_1963_AR","Arkansas",238,"1963"
0,"CB_1963_AS","American Samoa",0,"1963"
223,"CB_1963_AZ","Arizona",12,"1963"
2122,"CB_1963_CA","California",149,"1963"
7,"CB_1963_CO","Colorado",194,"1963"
258,"CB_1963_CT","Connecticut",58,"1963"
76,"CB_1963_DC","District Of Columbia",14,"1963"
60,"CB_1963_DE","Delaware",20,"1963"
16,"CB_1963_FL","Florida",382,"1963"
0,"CB_1963_FM","Federated States of Micronesia",0,"1963"
160,"CB_1963_GA","Georgia",370,"1963"
0,"CB_1963_GU","Guam",0,"1963"
111,"CB_1963_HI","Hawaii",7,"1963"
212,"CB_1963_IA","Iowa",657,"1963"
111,"CB_1963_ID","Idaho",27,"1963"
4,"CB_1963_IL","Illinois",1003,"1963"
399,"CB_1963_IN","Indiana",432,"1963"
45,"CB_1963_KS","Kansas",591,"1963"
198,"CB_1963_KY","Kentucky",341,"1963"
220,"CB_1963_LA","Louisiana",198,"1963"
476,"CB_1963_MA","Massachusetts",157,"1963"
332,"CB_1963_MD","Maryland",117,"1963"
151,"CB_1963_ME","Maine",40,"1963"
726,"CB_1963_MI","Michigan",365,"1963"
8,"CB_1963_MN","Minnesota",699,"1963"
48,"CB_1963_MO","Missouri",624,"1963"
177,"CB_1963_MS","Mississippi",192,"1963"
3,"CB_1963_MT","Montana",124,"1963"
669,"CB_1963_NC","North Carolina",155,"1963"
38,"CB_1963_ND","North Dakota",155,"1963"
26,"CB_1963_NE","Nebraska",418,"1963"
4,"CB_1963_NH","New Hampshire",73,"1963"
572,"CB_1963_NJ","New Jersey",232,"1963"
79,"CB_1963_NM","New Mexico",61,"1963"
52,"CB_1963_NV","Nevada",7,"1963"
1698,"CB_1963_NY","New York",336,"1963"
815,"CB_1963_OH","Ohio",551,"1963"
34,"CB_1963_OK","Oklahoma",400,"1963"
234,"CB_1963_OR","Oregon",49,"1963"
136,"CB_1963_OT","Other Areas",8,"1963"
1045,"CB_1963_PA","Pennsylvania",611,"1963"
130,"CB_1963_PR","Puerto Rico",7,"1963"
100,"CB_1963_RI","Rhode Island",8,"1963"
217,"CB_1963_SC","South Carolina",134,"1963"
71,"CB_1963_SD","South Dakota",172,"1963"
271,"CB_1963_TN","Tennessee",289,"1963"
45,"CB_1963_TX","Texas",1083,"1963"
13445,"CB_1963_US","United States",13283,"1963"
13581,"CB_1963_USA","United States & Other Areas",13291,"1963"
95,"CB_1963_UT","Utah",50,"1963"
430,"CB_1963_VA","Virginia",280,"1963"
6,"CB_1963_VI","Virgin Islands Of The U.S.",1,"1963"
43,"CB_1963_VT","Vermont",48,"1963"
344,"CB_1963_WA","Washington",92,"1963"
165,"CB_1963_WI","Wisconsin",573,"1963"
0,"CB_1963_WV","West Virginia",181,"1963"
1,"CB_1963_WY","Wyoming",63,"1963"
40,"CB_1962_AK","Alaska",9,"1962"
108,"CB_1962_AL","Alabama",239,"1962"
67,"CB_1962_AR","Arkansas",237,"1962"
0,"CB_1962_AS","American Samoa",0,"1962"
202,"CB_1962_AZ","Arizona",10,"1962"
1963,"CB_1962_CA","California",123,"1962"
7,"CB_1962_CO","Colorado",173,"1962"
231,"CB_1962_CT","Connecticut",58,"1962"
72,"CB_1962_DC","District Of Columbia",12,"1962"
56,"CB_1962_DE","Delaware",19,"1962"
16,"CB_1962_FL","Florida",340,"1962"
0,"CB_1962_FM","Federated States of Micronesia",0,"1962"
141,"CB_1962_GA","Georgia",364,"1962"
0,"CB_1962_GU","Guam",0,"1962"
105,"CB_1962_HI","Hawaii",7,"1962"
194,"CB_1962_IA","Iowa",652,"1962"
93,"CB_1962_ID","Idaho",31,"1962"
4,"CB_1962_IL","Illinois",993,"1962"
366,"CB_1962_IN","Indiana",434,"1962"
38,"CB_1962_KS","Kansas",590,"1962"
184,"CB_1962_KY","Kentucky",342,"1962"
203,"CB_1962_LA","Louisiana",195,"1962"
443,"CB_1962_MA","Massachusetts",158,"1962"
296,"CB_1962_MD","Maryland",120,"1962"
145,"CB_1962_ME","Maine",41,"1962"
669,"CB_1962_MI","Michigan",369,"1962"
6,"CB_1962_MN","Minnesota",686,"1962"
44,"CB_1962_MO","Missouri",614,"1962"
162,"CB_1962_MS","Mississippi",190,"1962"
3,"CB_1962_MT","Montana",122,"1962"
606,"CB_1962_NC","North Carolina",161,"1962"
33,"CB_1962_ND","North Dakota",153,"1962"
19,"CB_1962_NE","Nebraska",396,"1962"
3,"CB_1962_NH","New Hampshire",71,"1962"
517,"CB_1962_NJ","New Jersey",239,"1962"
69,"CB_1962_NM","New Mexico",60,"1962"
45,"CB_1962_NV","Nevada",7,"1962"
1579,"CB_1962_NY","New York",355,"1962"
744,"CB_1962_OH","Ohio",563,"1962"
32,"CB_1962_OK","Oklahoma",390,"1962"
213,"CB_1962_OR","Oregon",47,"1962"
131,"CB_1962_OT","Other Areas",8,"1962"
944,"CB_1962_PA","Pennsylvania",628,"1962"
125,"CB_1962_PR","Puerto Rico",7,"1962"
98,"CB_1962_RI","Rhode Island",8,"1962"
186,"CB_1962_SC","South Carolina",138,"1962"
69,"CB_1962_SD","South Dakota",171,"1962"
255,"CB_1962_TN","Tennessee",289,"1962"
44,"CB_1962_TX","Texas",1030,"1962"
12290,"CB_1962_US","United States",13116,"1962"
12421,"CB_1962_USA","United States & Other Areas",13124,"1962"
83,"CB_1962_UT","Utah",45,"1962"
367,"CB_1962_VA","Virginia",292,"1962"
6,"CB_1962_VI","Virgin Islands Of The U.S.",1,"1962"
40,"CB_1962_VT","Vermont",50,"1962"
323,"CB_1962_WA","Washington",91,"1962"
162,"CB_1962_WI","Wisconsin",567,"1962"
0,"CB_1962_WV","West Virginia",181,"1962"
1,"CB_1962_WY","Wyoming",56,"1962"
34,"CB_1961_AK","Alaska",10,"1961"
98,"CB_1961_AL","Alabama",238,"1961"
56,"CB_1961_AR","Arkansas",233,"1961"
0,"CB_1961_AS","American Samoa",0,"1961"
190,"CB_1961_AZ","Arizona",11,"1961"
1787,"CB_1961_CA","California",117,"1961"
7,"CB_1961_CO","Colorado",164,"1961"
219,"CB_1961_CT","Connecticut",58,"1961"
69,"CB_1961_DC","District Of Columbia",11,"1961"
52,"CB_1961_DE","Delaware",19,"1961"
15,"CB_1961_FL","Florida",318,"1961"
0,"CB_1961_FM","Federated States of Micronesia",0,"1961"
126,"CB_1961_GA","Georgia",362,"1961"
0,"CB_1961_GU","Guam",0,"1961"
90,"CB_1961_HI","Hawaii",7,"1961"
190,"CB_1961_IA","Iowa",649,"1961"
88,"CB_1961_ID","Idaho",32,"1961"
4,"CB_1961_IL","Illinois",970,"1961"
340,"CB_1961_IN","Indiana",437,"1961"
32,"CB_1961_KS","Kansas",587,"1961"
165,"CB_1961_KY","Kentucky",342,"1961"
189,"CB_1961_LA","Louisiana",191,"1961"
409,"CB_1961_MA","Massachusetts",163,"1961"
261,"CB_1961_MD","Maryland",131,"1961"
131,"CB_1961_ME","Maine",43,"1961"
615,"CB_1961_MI","Michigan",371,"1961"
6,"CB_1961_MN","Minnesota",680,"1961"
37,"CB_1961_MO","Missouri",612,"1961"
149,"CB_1961_MS","Mississippi",191,"1961"
1,"CB_1961_MT","Montana",122,"1961"
547,"CB_1961_NC","North Carolina",170,"1961"
31,"CB_1961_ND","North Dakota",153,"1961"
17,"CB_1961_NE","Nebraska",394,"1961"
3,"CB_1961_NH","New Hampshire",71,"1961"
471,"CB_1961_NJ","New Jersey",244,"1961"
64,"CB_1961_NM","New Mexico",57,"1961"
41,"CB_1961_NV","Nevada",7,"1961"
1482,"CB_1961_NY","New York",374,"1961"
696,"CB_1961_OH","Ohio",575,"1961"
32,"CB_1961_OK","Oklahoma",385,"1961"
206,"CB_1961_OR","Oregon",47,"1961"
129,"CB_1961_OT","Other Areas",8,"1961"
872,"CB_1961_PA","Pennsylvania",666,"1961"
123,"CB_1961_PR","Puerto Rico",7,"1961"
90,"CB_1961_RI","Rhode Island",8,"1961"
166,"CB_1961_SC","South Carolina",138,"1961"
62,"CB_1961_SD","South Dakota",174,"1961"
236,"CB_1961_TN","Tennessee",290,"1961"
32,"CB_1961_TX","Texas",1001,"1961"
11307,"CB_1961_US","United States",13107,"1961"
11436,"CB_1961_USA","United States & Other Areas",13115,"1961"
77,"CB_1961_UT","Utah",46,"1961"
320,"CB_1961_VA","Virginia",302,"1961"
6,"CB_1961_VI","Virgin Islands Of The U.S.",1,"1961"
37,"CB_1961_VT","Vermont",52,"1961"
305,"CB_1961_WA","Washington",88,"1961"
159,"CB_1961_WI","Wisconsin",561,"1961"
0,"CB_1961_WV","West Virginia",180,"1961"
1,"CB_1961_WY","Wyoming",55,"1961"
32,"CB_1960_AK","Alaska",9,"1960"
90,"CB_1960_AL","Alabama",238,"1960"
46,"CB_1960_AR","Arkansas",232,"1960"
0,"CB_1960_AS","American Samoa",0,"1960"
171,"CB_1960_AZ","Arizona",9,"1960"
1671,"CB_1960_CA","California",112,"1960"
7,"CB_1960_CO","Colorado",162,"1960"
198,"CB_1960_CT","Connecticut",61,"1960"
65,"CB_1960_DC","District Of Columbia",12,"1960"
52,"CB_1960_DE","Delaware",19,"1960"
14,"CB_1960_FL","Florida",304,"1960"
0,"CB_1960_FM","Federated States of Micronesia",0,"1960"
106,"CB_1960_GA","Georgia",363,"1960"
0,"CB_1960_GU","Guam",0,"1960"
85,"CB_1960_HI","Hawaii",7,"1960"
181,"CB_1960_IA","Iowa",635,"1960"
83,"CB_1960_ID","Idaho",32,"1960"
4,"CB_1960_IL","Illinois",960,"1960"
311,"CB_1960_IN","Indiana",437,"1960"
25,"CB_1960_KS","Kansas",583,"1960"
146,"CB_1960_KY","Kentucky",345,"1960"
176,"CB_1960_LA","Louisiana",189,"1960"
373,"CB_1960_MA","Massachusetts",166,"1960"
246,"CB_1960_MD","Maryland",132,"1960"
123,"CB_1960_ME","Maine",42,"1960"
576,"CB_1960_MI","Michigan",378,"1960"
6,"CB_1960_MN","Minnesota",679,"1960"
25,"CB_1960_MO","Missouri",610,"1960"
136,"CB_1960_MS","Mississippi",191,"1960"
1,"CB_1960_MT","Montana",119,"1960"
505,"CB_1960_NC","North Carolina",182,"1960"
29,"CB_1960_ND","North Dakota",153,"1960"
12,"CB_1960_NE","Nebraska",392,"1960"
4,"CB_1960_NH","New Hampshire",70,"1960"
436,"CB_1960_NJ","New Jersey",250,"1960"
